Manufacturer,Brand
Bing Yun,冰韵/Bing Yun
Bingdi,冰滴/Bingdi
Bisleri,Bisleri
Black Swirlwind,黑旋风/Black Swirlwind
Blueribbon,蓝带/Blueribbon
Bo Yu,博宇/Bo Yu
Boerjia,波尔加/Boerjia
Boots,Soltan
Borny,Borny
Boston Beer Company,Truly Hard Seltzer
Brasseries du Cameroun,33
Breadman,Sliced Bread
Breakfast Revolution,早餐起义/Breakfast Revolution
Brightdairy,光明/Brightdairy
Britannia,Britannia
British American Tobacco,Dunhill
British American Tobacco,Matterhorn
British American Tobacco,Rothmans
Buchang Pharma,步长/Buchang Pharma
Budweiser,百威/Budweiser
Buena Vista Foods,Buena Vista Foods
Buena Vista Foods,Linda's
Bulb,玻璃灯泡/Bulb
Burger Junction,Burger Junction 
Buzeki Dairy Limited,Molo Milk
Bybon,百邦/Bybon
By-Health,汤臣倍健/By-Health
Byszc,白云山/Byszc
Café De Coral Holdings,Café De Coral
Rome Bidco Ltd,Caffe Nero
Calbee Inc.,Calbee
Caltex Petroleum Corporation,Caltex
Calunca,加仑加/Calunca
Campbell Soup Company,Archway
Campbell Soup Company,Arnott's Biscuits
Campbell Soup Company,Blå Band
Campbell Soup Company,Bolthouse Farms
Campbell Soup Company,Campbell
Campbell Soup Company,Campbells
Campbell Soup Company,Campbell's Soup
Campbell Soup Company,Cape Cod Potato Chips
Campbell Soup Company,Devos Lemmens
Campbell Soup Company,EatSmart Snacks
Campbell Soup Company,Emerald Nuts
Campbell Soup Company,Erasco
Campbell Soup Company,Franco-American
Campbell Soup Company,Garden Fresh Gourmet
Campbell Soup Company,Goldfish
Campbell Soup Company,Grande
Campbell Soup Company,Heisse Tasse
Campbell Soup Company,Jays
Campbell Soup Company,Kettle
Campbell Soup Company,Kettle Chips
Campbell Soup Company,Kimball
Campbell Soup Company,Krunchers
Campbell Soup Company,Krunchers!
Campbell Soup Company,Lance
Campbell Soup Company,Late July Snacks
Campbell Soup Company,Liebig
Campbell Soup Company,O-Ke-Doke
Campbell Soup Company,Pace Foods
Campbell Soup Company,Padrinos
Campbell Soup Company,Pepperidge Farm
Campbell Soup Company,Plum Baby
Campbell Soup Company,Pop-Secret
Campbell Soup Company,Prego
Campbell Soup Company,Raguletto
Campbell Soup Company,Royco
Campbell Soup Company,Snack Factory
Campbell Soup Company,Snyders
Campbell Soup Company,Snyder's of Hanover
Campbell Soup Company,Stella D'oro
Campbell Soup Company,StockPot
Campbell Soup Company,Swanson
Campbell Soup Company,Tom’s
Campbell Soup Company,Tom's
Campbell Soup Company,V8
Canada Dry Motts,Orangina
"Candy Line Food Manufacturing, Corporation",Choco Mani
"Candy Line Food Manufacturing, Corporation",Queen Man
Candy Makers Inc.,Snowbear
CandyMan Inc.,Kendi Mint
Cannala Marketing,Honey Prunes
Care Product,Happy Cotton
Carlsberg,Skol Beer
Caudary group,Wai Wai
CavinKare,Cavin's
CavinKare,Chik
CavinKare,Ruchi
CBL Munchee,CBL Munchee
"Century Pacific Food, Inc.",Birch Tree
"Century Pacific Food, Inc.",Century Pacific Food
"Century Pacific Food, Inc.",Century Pacific Corp.
"Century Pacific Food, Inc.",Birchtree
"Century Pacific Food, Inc.",vita coco
CHAM,Siley Choco
CHAM,Sip-Sip 
Chan Yijia,馋一家/Chan Yijia
Chang Baishan,长白山/Chang Baishan
Chang Ji,常记掌心脆/Chang Ji
Chang Sheng Yuan,新长生园/Chang Sheng Yuan
Changfuniunai,长富/Changfuniunai
Chaohuoshijia,炒货世家/Chaohuoshijia
Chateaulevin,卡斯特/Chateaulevin
Chaudhary Group,Kwik's Cheese Balls
Chayu,茶语/Chayu
Chemicotex,Whitedent
Chen Jia Gou,陈家沟太极酒业/Chen Jia Gou
Cheng Dong,城东供气/Cheng Dong
Chengguang,晨光/Chengguang
Chia Meei,佳美/Chia Meei
China Resources Group,Cr C'Estbon
China Resources Group,怡宝/C'Est Bon
China Resources Group,怡宝瓶盖/C'Est Bon
China Resources Group,柠檬蜜水/C'Est Bon
China Resources Group,火咖/C'Est Bon
China Resources Group,C'Est Bon
Chinaunicom,联通卡/Chinaunicom
Chinese-Ricewine,沙洲优黄/Chinese-Ricewine
Chivalry,雪菲力/Chivalry
Choco bar,Choco bar
Chong Taiji,宠泰记/Chong Taiji
Chubang,厨邦/Chubang
Chubang,美味鲜/Chubang
Chubang,美味源/Chubang
Chun Yue,纯悦/Chun Yue
Chunfu,纯芙/Chunfu
Chunghwa,中华/Chunghwa Cigarette
Chunghwa,中华/Chunghwa
Chunguangfoodstuff,春光/Chunguangfoodstuff
Chunzhige,春之哥/Chunzhige
Ck-Food,正康/Ck-Food
CKP,Fresh choice
Clear,清扬/Clear
Clif Bar & Company,Clif Bar
Clif Bar & Company,Luna
Cnorona Extra,Cnorona Extra
Coconut Palm,椰树/Coconut Palm
Coconut Palm,椰树椰奶/Coconut Palm
COCO-Rum,COCO-Rum
Colgate-Palmolive,Colgate
Colgate-Palmolive,Fleecy
Colgate-Palmolive,Hills
Colgate-Palmolive,Irish Spring
Colgate-Palmolive,Palmolive
Colgate-Palmolive,Sanex
Colgate-Palmolive,Softsoap
Colgate-Palmolive,Speed Stick
Colgate-Palmolive,Speedstick
Colgate-Palmolive,Palmolive Naturals Shampoo
Colgate-Palmolive,Palmolive Naturals Soap
Colgate-Palmolive,Colgate Toothpaste
Colgate-Palmolive,Palmolive 
Colgate-Palmolive,Close UP
Colgate-Palmolive,Palmolive naturals
Colgate-Palmolive,Pantene
Colgate-Palmolive,Colgate-Palmolive  Phils.
Colgate-Palmolive,Colgate-Palmolive
Colgate-Palmolive,Palmolive And Colgate Phil. Inc.
Colgate-Palmolive,Baby Magic
Colombina,Bon Bon Bum
Colombina,Colombina
"Columbia International Food Products, Inc",Frutos
"Columbia International Food Products, Inc",Pintora
"Columbia International Food Products, Inc",Potchi
"Columbia International Food Products, Inc",Vfresh
"Columbia International Food Products, Inc",Yakee
"Columbia International Food Products, Inc",V Fresh
"Columbia International Food Products, Inc",Butterkist
"Columbia International Food Products, Inc",Fruitos
"Columbia International Food Products, Inc",Frooty
"Columbia International Food Products, Inc",Monami
"Columbia International Food Products, Inc",Champi
"Columbia International Food Products, Inc",ICool
"Columbia International Food Products, Inc",Assorted Lollipop
"Columbia International Food Products, Inc",Chocolicious
"Columbia International Food Products, Inc",Chocojoy
"Columbia International Food Products, Inc",Chocquick
"Columbia International Food Products, Inc",My Choco
"Columbia International Food Products, Inc",Super bubble gum
Comfoods Commonwealth Food Inc.,Hiro
Comfoods Commonwealth Food Inc.,Jolly
Conagra,Act II
Conagra,Alexia
Conagra,Andy Capp's fries
Conagra,Angela Mia
Conagra,Angie's
Conagra,Angie's Boom Chicka Pop
Conagra,Award Cuisine
Conagra,Aylmer
Conagra,Banquet
Conagra,Bertolli
Conagra,Big Mama Sausage
Conagra,Bigs
Conagra,Blue Bonnet
Conagra,Chef Boyardee
Conagra,Chef Boyrdee
Conagra,Chiffon margarine
Conagra,Chun King
Conagra,Conagra
Conagra,ConAgra Mills
Conagra,Crunch 'n Munch
Conagra,David Sunflower Seeds
Conagra,Dennison's
Conagra,Dukes
Conagra,Eagle Mills with Ultragrain
Conagra,Egg Beaters
Conagra,Fernando's
Conagra,Fiddle Faddle
Conagra,Fleischmann's
Conagra,Frontera
Conagra,Frontera Foods
Conagra,Gebhardt
Conagra,Golden Cuisine
Conagra,Gulden's
Conagra,Health Choice
Conagra,Healthy Choice
Conagra,Hebrew National
Conagra,Hunts
Conagra,Hunt's
Conagra,Hunt's Snack Pack
Conagra,J. Hungerford Smith
Conagra,J.M. Swank
Conagra,Jiffy Pop
Conagra,Kid Cuisine
Conagra,La Choy
Conagra,Lamb Weston
Conagra,Lamb Weston Inland Valley
Conagra,Lightlife
Conagra,Luck's Incorporated
Conagra,Mama Ginellis
Conagra,Manwich
Conagra,Margherita
Conagra,Marie Callender's
Conagra,Move Over Butter
Conagra,Orville Redenbacher
Conagra,Orville Redenbacher's
Conagra,Pam
Conagra,Parkay
Conagra,Patio
Conagra,Pemmican
Conagra,Penrose
Conagra,Peter Pan
Conagra,Pogo
Conagra,Poppycock
Conagra,Puritan
Conagra,Ranch Style
Conagra,Reddi
Conagra,Ro
Conagra,Rosarita
Conagra,RoTel
Conagra,Screaming Yellow Zonkers
Conagra,Slim Jim
Conagra,Snack pack
Conagra,Squeez 'N Go
Conagra,Swiss Miss
Conagra,The MAX
Conagra,Van Camp's
Conagra,VH
Conagra,Vogel Popcorn
Conagra,Wesson
Conagra,Wolf Brand Chili
Conba,康恩贝/Conba
Confiteca,Confiteca
Cool,Cool
Coors Brewing Company,Coors
Coors Brewing Company,Coors Light
Coors Brewing Company,Keystone Light
Coors Brewing Company,Miller Lite
Coors Brewing Company,Miller Steel Reserve
Cosmetique Asia Corporation,Silka 
Cosmetique Asia Corporation,silka 
CostCo,CostCo
CostCo,Kirkland
Cu-bas International Nigeria Limited,Cu-Bas Intl Nig Ltd
Cui Siling,脆司令/Cui  Siling
Cumberland Packing Corporation,Sweet'N Low
Current,Current
CVS,Gold Emblem
CVS,Just the Basics
CWAY Group,Nutri Milk
CWAY Group,C Way Food & Beverages
CWAY Group,C Way
Da Fa,Da Fa
Da Li Yuan,Da Li Yuan
Dabao,大宝/Dabao
Daheng,大亨/Daheng
Dahua Cigarette,大华香烟/Dahua Cigarette
Dali Foods,达利园/Dali Foods
Dali Foods,好吃点/Dali Foods
Dali Foods,和其正/Dali Foods
Dali Foods,乐虎/Dali Foods
Dali Foods,可比克/Dali Foods
Dalian,大连汽水/Dalian
Danone,Actimel
Danone,Activia
Danone,Aptamil
Danone,Aqua
Danone,Badoit
Danone,Damavand
Danone,Danimals
Danone,Danone
Danone,Evian
Danone,Font Vella
Danone,Jamila
Danone,Lait Centrale
Danone,Mizone
Danone,Moufid
Danone,PANACHE
Danone,So Delicious
Danone,Volvic
Danone,Yocrunch
Danone,脉动/Danone
Daohuaxiang,稻花香/Daohuaxiang
Daqianen Cigarette,大前门/Daqianen Cigarette
Darlie,黑人牙膏/Darlie
Darlie,黑人/Darlie
Del Monte Pacific Limited,Del Monte
Del Monte Pacific Limited,Del Monte Tomato Sauce
Del Monte Pacific Limited,Del Monte Phil. Inc.
Delfi Foods,Knick knacks
Delfi Foods,Goya
De'Longhi,Pinguino
Deming,戴明/Deming
Depian,德偏/Depian
Diageo,Smirnoff
Diageo,Smirnoff Ice
Diamond,钻石/Diamond
Diamond Instant,Tablea Don Pepe
Dianlaoer,店老二/Dianlaoer
Diao Brand,Diao Brand
Diao Yu Tai Cigarette,钓鱼台/Diao Yu Tai Cigarette
Dingxi,顶喜/Dingxi
Distributed by: Kimberly Clark,Purity Wet Wipes
DKT International,Trust Condom
Do Good,Do Good Table Water
Dollar General,Clover Valley
Domino's Pizza,Domino's Pizza
Dong Bao,东宝打火机/Dong Bao
Dong Peng Te Yin,Dong Peng
Dong Peng Te Yin,东鹏特饮/Dong Peng Te Yin
Dong Peng Te Yin,东鹏/Dong Peng Te Yin
Dongjunjituan,优乐多/Dongjunjituan
Dongwon Industries,Starkist
Dongxiaojie,董小姐/Dongxiaojie
Dosal Tobacco,305
Double Happiness Cigarette,红双喜香烟/Double Happiness Cigarette
Double Happiness Cigarette,红双喜香烟盒/Double Happiness Cigarette
Doublemint,绿箭/Doublemint
Dove,德芙/Dove
Dove,多芬/Dove
Dow Corning Corporation,Dow Sealant
Dowee Donuts,Dowee Donuts
Dr Pepper Snapple Group,Crush
Dr Pepper Snapple Group,Hawaiian Punch
Dr Pepper Snapple Group,Motts
Dr Pepper Snapple Group,Mott's
Dr Pepper Snapple Group,Peñafiel
Dr Pepper Snapple Group,RC Cola
Dr Pepper Snapple Group,Schweppes
Dr Pepper Snapple Group,Snapple
Dr Pepper Snapple Group,Squirt
Dr Pepper Snapple Group,Sunkist
Dr Pepper Snapple Group,Dr. Pepper
Dr Pepper Snapple Group,Keurig
Dr Pepper Snapple Group,Orangina
Dr Pepper Snapple Group,Royal Crown (Rc)
Dr Pepper Snapple Group,Royal Crown
DS Group,Chingles Maxi
DS Group,Pass Pass
Du Du Siang,Du Du Siang
Dudeli,都得利/Dudeli
Dunkin' Brands,Baskin Robbins
Dunkin' Brands,Dunkin Donuts
Duo Yunsi,珍珠亮肤滋养面膜/Duo Yunsi
Duoxian,多鲜/Duoxian
E Huanqu,呃欢趣/E Huanqu
E&J Gallo Winery,New Amsterdam
ECO,Choko Choko
Edgewell Personal Care,Banana Boat
EI Sahely group,Supermont
EI Sahely group,Source Du Pays
Emerald Food & Beverage Company Limited,Mangero
Epude,亿普德/Epude
E-Shine,澳门一莎/E-Shine
Essential Oil,精油/Essential Oil
Eurospin,Acqua Blues
Eurospin,DOLCIANDO
Ever Beauty,Dr. P Packaging
Evergrande Spring,恒大冰泉/Evergrande Spring
Evergrande Spring,恒大/Evergrande Spring
Evergrande Spring,恒大冰水/Evergrande Spring
Excelo,Momo
Excelo,Petit blé
Excelo,Silvia
Excelo,Top cookies
Exfresh,安鲜达/Exfresh
Exian,Exian
Extra,益达/Extra
FAGE,FAGE
Fan Milk International Denmark,Fan Milk
Fan Ville,Fan Ville
Fang Cao,芳草纸巾包装袋/Fang Cao
Fanglue Group,方略（莲芝消炎片）/Fanglue Group
Fanta,芬达/Fanta
Fanta,芬达瓶盖/Fanta
Farry Brand,Farry Brand Lokal
Fazai,发仔/Fazai
Feeder,奶瓶/Feeder
Feng Huang,凤凰/Feng Huang
Ferrero Group,Baby Ruth
Ferrero Group,Butterfinger 
Ferrero Group,Confetteria Raffaello
Ferrero Group,Estathé
Ferrero Group,Ferrero Küsschen
Ferrero Group,Ferrero Rocher
Ferrero Group,Jawbreaker
Ferrero Group,Kinder
Ferrero Group,Kinder Bueno
Ferrero Group,Kinder Chocolate
Ferrero Group,Kinder Joy
Ferrero Group,Kinder Surprise
Ferrero Group,Lemonhead
Ferrero Group,Mon Chéri
Ferrero Group,Nerds
Ferrero Group,NOw and Later
Ferrero Group,Nutella
Ferrero Group,Ovetto Kinder
Ferrero Group,Pocket Coffee
Ferrero Group,Raffaello
Ferrero Group,Tic Tac
First Class,First Class
Fishball,福州鱼丸/Fishball
Fishing Gear,临海市桃渚渔具/Fishing Gear
Fishing Gear,海明渔具/Fishing Gear
Fixue,飞雪/Fixue
Fizz,菲兹披萨/Fizz
Fleer Corp,bubble burger
Foils,Foils
Food Lion,Food Lion
Foodcoast international,Foodcoast
Freegate Tea,自由门奶茶/Freegate Tea
FrieslandCampina,Peak Milk
FrieslandCampina,Peak
Fry & Pop Food,Sisig
Fu Yun,Fu Yun
Fumanyi,福满益/Fumanyi
Furongwang Cigarette,芙蓉王香烟/Furongwang Cigarette
Furongwang Cigarette,芙蓉王/Furongwang Cigarette
Fuyao Group,福药（葡萄糖饮料）/Fuyao Group
Ga Kemen,嘎客门鸭翅/Ga Kemen
Gallaher,Dorchaster
Gallaher,Dorchester Cigarettes
Gang Jian,港建/Gang Jian
Gang Rong,Gang Rong
Ganguozhuanjia,干果专家/Ganguozhuanjia
Ganten,百岁山/Ganten
Ganten,景田/Ganten
Ganyuanfood,甘源/Ganyuanfood
Gatorade,佳得乐/Gatorade
Gbv,大光明/Gbv
General Electric,Glassil Sealant
General Mills,Annie's
General Mills,Betty Crocker
General Mills,Bisquick
General Mills,Cascadian Farms
General Mills,Chex Mix
General Mills,Frubes
General Mills,Fruit By The Foot
General Mills,Fruit Roll Up
General Mills,Gardetto's
General Mills,General Mills
General Mills,Go-Gurt
General Mills,Haagen Dazs
General Mills,Larabar
General Mills,Lucky Charms
General Mills,Nature Valley
General Mills,Old El Paso
General Mills,Pillsbury
General Mills,Progresso
General Mills,Totino's
General Mills,Yoplait
General Mills,Yoplait tubes
Genki Forest,元气水/Genki Forest
Genki Forest,元气/Genki Forest
Gisbelle,吉斯波尔/Gisbelle
GlaxoSmithKline,Abreva
GlaxoSmithKline,alli
GlaxoSmithKline,Aquafresh
GlaxoSmithKline,AstringOSol
GlaxoSmithKline,Beechams
GlaxoSmithKline,Binaca
GlaxoSmithKline,Biotene
GlaxoSmithKline,Boost
GlaxoSmithKline,Breathe Right
GlaxoSmithKline,Cetebe
GlaxoSmithKline,Chlorhexamed
GlaxoSmithKline,Cholinex
GlaxoSmithKline,Citrucel
GlaxoSmithKline,Coldrex
GlaxoSmithKline,Commit Lozenge
GlaxoSmithKline,Committed Quitters
GlaxoSmithKline,Corega
GlaxoSmithKline,Corsodyl
GlaxoSmithKline,Crocin
GlaxoSmithKline,Dr. Best
GlaxoSmithKline,ENO
GlaxoSmithKline,Eumovate
GlaxoSmithKline,Fenbid
GlaxoSmithKline,Flonase
GlaxoSmithKline,Formigran
GlaxoSmithKline,Grand-PA
GlaxoSmithKline,Hinds
GlaxoSmithKline,Horlicks
GlaxoSmithKline,Horlicks Promind
GlaxoSmithKline,Iodex
GlaxoSmithKline,Iodosan
GlaxoSmithKline,Junior Horlicks
GlaxoSmithKline,Macleans
GlaxoSmithKline,Maltova
GlaxoSmithKline,Maxinutrition
GlaxoSmithKline,Medacalm
GlaxoSmithKline,Nicorette
GlaxoSmithKline,NiQuitin CQ/ Nicoderm CQ/ Nicabate 
GlaxoSmithKline,Odol
GlaxoSmithKline,Odol-med3
GlaxoSmithKline,Os-cal
GlaxoSmithKline,Panadeine
GlaxoSmithKline,Panadol
GlaxoSmithKline,Parodontax
GlaxoSmithKline,Piriton/Piriteze
GlaxoSmithKline,Polident
GlaxoSmithKline,Poligrip Ultra
GlaxoSmithKline,Rutinoscorbin
GlaxoSmithKline,Scott's Emulsion
GlaxoSmithKline,Sensodyne
GlaxoSmithKline,Shumitect
GlaxoSmithKline,Solpadeine
GlaxoSmithKline,Super Poligrip
GlaxoSmithKline,Super Wernet's
GlaxoSmithKline,Synthol
GlaxoSmithKline,Theraflu
GlaxoSmithKline,Tums
GlaxoSmithKline,Viva
GlaxoSmithKline,Zovirax
Golden Fuji Food,金富士/Golden Fuji Food
Golden Resources,Golden Elephant Brand Rice
Goldensun,金日制药/Goldensun
Jollibee Food Corporation,Goldilocks Cashew Polvoron
Good Food Company,Hummus(Good Food Company)
Good Humor-Breyers,Breyers 
Good Humor-Breyers,Good Humor
Google,Google
Gouyizui,够一嘴/Gouyizui
Goya,Goya
Graihn Crackers,Graihn Crackers
"Green Spot Co., Ltd.",Vitamilk
Ground Black Pepper,Ground Black Pepper
Gu Long,古龙/Gu Long
Gu Xiang Ju,古香居泡菜/Gu Xiang Ju
Guan Sheng Yuan,冠生园/Guan Sheng Yuan
"Guangdong OPPO Mobile Telecommunications Corp., Ltd",Oppo
Guanyun,冠云/Guanyun
Guiltfree Industries,Too Yumm!
Guinness Nigeria Plc,Dubic
Guli Guli,咕力咕力/Guli Guli
Gunung Kawi,Gunung Kawi
Ha Da,哈达/Ha Da
Haagen-Dazs,Haagen-Dazs
Haichanjie,海产街/Haichanjie
Haitai,Haitai
Haitai,Edo Pack
Haitian-Food,海天/Haitian-Food
Haitian-Food,海天酱油/Haitian-Food
Haldiram's,Haldiram's
Han Ma Ke,韩马克/Han Ma Ke
Hangzhou Wahaha Group,娃哈哈/Wahaha
Hangzhou Wahaha Group,爽歪歪/Wahaha
Hangzhou Wahaha Group,Wahaha
Hanshi,韩食/Hanshi
Hao Ba,Hao Ba
Hao Li You,Hao Li You
Hao Zhong,豪中/Hao Zhong
Haocaitou,小样乳酸菌/Haocaitou
Haocaitou,小样/Haocaitou
Haomao Cigarette,好猫/Haomao Cigarette
Haoyang Food,涪陵/Haoyang Food
Haoyiduo,好益多/Haoyiduo
Happy Cat,开心猫/Happy Cat
Harbin,哈尔冰红肠/Harbin
Harbin Beer,哈尔滨啤酒/Harbin Beer
Harbin Beer,哈啤/Harbin Beer
Harbin Beer,哈尔滨/Harbin Beer
Harbin-Beer,纯生/Harbin-Beer
Haribo,Haribo
Haribo,Maoam
Haribo,Starmix
Haribo,Supermix
Haribo,Tangfastics
Haring Isda,Haring Isda
Harvey Philippines,Lion King Cola
Harvey Philippines,Sunstar Pudding
Hasbro,Hasbro
Hasbro,NERF
Haw Haw,Haw Haw
Hawley & Hazel Chemical Company,Darlie Tooth Paste
Hazha,Hazha
He Qi Zheng,He Qi Zheng
He Yuan,佛顶山合源酒业/He Yuan
Healthy Multifood Corporation,Jellybee
Heartland Consumer Products,Splenda
HEBEI TOMATO INDUSTRY CO LTD,Gino Tomatoes
"Hedinger Brands, LLC",Dad's Root Beer and associated drinks
Heineken International,Sagres
Heineken International,Amstel
Heineken International,Heineken
Heineken International,Karlovačko
Heineken International,Ohota
Heineken International,Amstel
Hek,惠尔康/Hek
Hek,鹭芳/Hek
Hemas Holdings PLC,Dandex
Hemas Holdings PLC,Diva
Heng Kang,恒康/Heng Kang
Hengan,心相印/Hengan
Hengan,心心相印/Hengan
Hengrui,恒瑞/Hengrui
Hengsheng,恒盛/Hengsheng
The Hershey Company,Allan
The Hershey Company,Almond Joy
The Hershey Company,Amplify Snacks
The Hershey Company,Barkthins
The Hershey Company,Bridge Mixture
The Hershey Company,Brookside
The Hershey Company,Cherry Blossom
The Hershey Company,Chipits
The Hershey Company,Eat-More
The Hershey Company,Glosette
The Hershey Company,Heath
The Hershey Company,Hershey
The Hershey Company,Hershey's
The Hershey Company,Hershey's Kisses
The Hershey Company,Ice Breakers
The Hershey Company,Jolly Rancher
The Hershey Company,Kit Kat
The Hershey Company,Krave
The Hershey Company,Krave Beef Jerky
The Hershey Company,mounds
The Hershey Company,Oh Henry!
The Hershey Company,Paqui
The Hershey Company,Pelo Rico
The Hershey Company,Pot Of Gold
The Hershey Company,Reese
The Hershey Company,Reese's
The Hershey Company,Reese's Butter Cup
The Hershey Company,Reese's Pieces
The Hershey Company,Skinny Pop
The Hershey Company,Skor
The Hershey Company,Twizzlers
The Hershey Company,Tyrrell's
The Hershey Company,Whatchamacallit
The Hershey Company,Whoppers
The Hershey Company,York
The Hershey Company,Hershey's Cookies & Cream
Heshang,合尚/Heshang
Heysong,黑松/Heysong
Highland Biscuit Inc.,Choco
Hikari,Hikari Wheat Germ
Himalaya,Himalaya
HMD Healthcare,Dispo Van
"Home Depot Product Authority, LLC",Everbilt
Hong Qi,鸿祺/Hong Qi
Hong Wang,Hong Wang
Hong Yuan,宏源/Hong Yuan
Hongda,宏达/Hongda
Hongfa,宏发/Hongfa
Hongfunan,洪福南/Hongfunan
Hongta Group,红塔山香烟/Hongta Group
Hongta Group,红塔山/Hongta Group
Hongta Group,壹零捌/Hongta Group
Hongtaiyang,红太阳/Hongtaiyang
Hormel Foods Corporation,Hormel
Hormel Foods Corporation,Muscle Milk
Hormel Foods Corporation,Skippy
Hormel Foods Corporation,Skippy Peanut Butter
Hostess,Dolly Madison
Hostess,Hickory Sticks
Hostess,Hostess
Hostess,Twinkie
Houchens Industries,Tampico
HP HOOD LLC,Hood
Hsufuchifoods,徐福记/Hsufuchifoods
Hsufuchifoods,徐福记//Hsufuchifoods
Hua Fa,华发打火机/Hua Fa
Hua Guan,花冠冰淇淋/Hua Guan
Hua Wei,华威八宝坊/Hua Wei
Hua Weiheng,冰糖杨梅/Hua Weiheng
Hua Yi,上海华易动物药业/Hua Yi
Huainan Longqi,淮南香米/Huainan Longqi
Hualin,华林/Hualin
Hualong,大碗香/Hualong
Huang Fei Hong,黄飞红/Huang Fei Hong
Huang Namin Granule,黄那敏颗粒/Huang Namin Granule
Huanghelou Cigarette,黄鹤楼/Huanghelou Cigarette
Huanghelou Cigarette,黄鹤楼香烟/Huanghelou Cigarette
Huangjinye Cigarette,黄金叶/Huangjinye Cigarette
Huanlejia,欢乐家/Huanlejia
Huapai,花哌/Huapai
Huarun Shuini,华润（封开）水泥/Huarun Shuini
Hudocol,Hudocol
Huiyuan,汇源/Huiyuan
Huluwayaoye,海南葫芦娃/Huluwayaoye
Hung Fook Tong Group,Hung Fook Tong
Hungfooktong,鸿福堂/Hungfooktong
Huoda,货达食品/Huoda
Hutujiuye,百年糊涂/Hutujiuye
Ichaoneng,超能洗衣液/Ichaoneng
Ichaoneng,超能/Ichaoneng
Idéale,Idéale
IFP,Cheep Chips
IFP,Choco Blaster
IFP,Choco mo 'to
IFP,Chocolate powder
IFP,Fun Chocolate
IFP,Happy Dreams
IFP,Lumpia Shanghai
IFP,Meteor Garden
IFP,Yum Shots
IFP Manufacturing Corporation,Lumpia
IFP Manufacturing Corporation,Fun Chocolate
IFP Manufacturing Corporation,Chocolate Power
IFP Manufacturing Corporation,Choknaks
IFP Manufacturing Corporation,Happy Yum Shots
IFP Manufacturing Corporation,Choco Bar Snacks
IFP Manufacturing Corporation,Haring Isda
Ikea,Ikea
Imperial Brands,Bali Shag
Imperial Brands,Brandon's
Imperial Brands,Capstan
Imperial Brands,Carlton
Imperial Brands,Champion Legendary Ruby
Imperial Brands,Crowns
Imperial Brands,Davidoff
Imperial Brands,Drum
Imperial Brands,Ducados
Imperial Brands,Embassy
Imperial Brands,Escort
Imperial Brands,Excellence
Imperial Brands,Fortuna
Imperial Brands,Gauloises
Imperial Brands,Gitanes
Imperial Brands,Golden Virginia
Imperial Brands,Horizon
Imperial Brands,John Player & Sons
Imperial Brands,John Player Best
Imperial Brands,Kool
Imperial Brands,L&B
Imperial Brands,Lambert & Butler
Imperial Brands,Mark Fernyhough
Imperial Brands,Maverick
Imperial Brands,Moon
Imperial Brands,Parker & Simpson
Imperial Brands,Peter Stuyvesant
Imperial Brands,Players Gold Leaf
Imperial Brands,Prima
Imperial Brands,R1
Imperial Brands,Regal
Imperial Brands,Richmond
Imperial Brands,RizLa
Imperial Brands,Rodeo
Imperial Brands,Route 66
Imperial Brands,Royale
Imperial Brands,Salem
Imperial Brands,Skruf
Imperial Brands,Superkings
Imperial Brands,Tally Ho
Imperial Brands,USA GOLD
Imperial Brands,Van Nelle
Imperial Brands,West
Imperial Brands,Winston
Imperial Brands,Winston Salem
Imperial Brands,Woodbine
Inconnu,Inconnu
In-N-Out,In N Out
Inoherb,相宜本草/Inoherb
Intafact Beverages Limited,Hero
Intercontinental Distillers Limited,Action Bitter
Intercontinental Distillers Limited,Intercontinental Distillers Ltd
Intercontinental Distillers Limited,Action Bitters
Intercontinental Distillers Limited,Action Better
International Pharmaceuticals Incorporated,Bioderm
Intl. Pharma,Bioderm
Intl. Pharma,Dr. S Wong's Sulfur
Island Biscuit Inc.,Chokoto
ITC,Bingo
ITC,Candy Man
ITC,Dark Fantasy
ITC,Goldflake
ITC,GumOn
ITC,Sun Feast
ITC,Tetley's
Ito En Ltd,Ito En
Izummi Snacks Industries Corporation,Vinegar pusit
Izummi Snacks Industries Corporation,Vinegar Pusit
J.M. Smuckers,Folgers
J.M. Smuckers,J.M. Smuckers
J.M. Smuckers,Jif
J.M. Smuckers,Knott's
J.M. Smuckers,Smuckers
JAB Holding Company,Bruegger's
JAB Holding Company,Caribou Coffee
JAB Holding Company,Coty Inc
JAB Holding Company,Einstein Bros. Bagels
JAB Holding Company,Jacobs Douwe Egberts
JAB Holding Company,Keurig Dr Pepper
JAB Holding Company,Krispy Kreme
JAB Holding Company,Mighty Leaf Tea
JAB Holding Company,Panera
JAB Holding Company,Peet's Coffee
JAB Holding Company,Pret A Manger
Jack in the Box,Jack in the Box
Jackie RPO Cosmetic Lab Corporation,Styling Gel
Jahwa,六神/Jahwa
Jahwa,六神花露水/Jahwa
Japan Tobacco International,Jt International Philippines
Japan Tobacco International,Jt International Phil. Inc.
JBC Food Corporation,Cheepchips
JBC Food Corporation,Dingdong
JBC Food Corporation,Dragon Sid
JBC Food Corporation,Happy
JBC Food Corporation,HIHO
JBC Food Corporation,Polvoron
JBC Food Corporation,Sinbad
JBC Food Corporation,Sweet Chili
JBC Food Corporation,Judge
JBC Food Corporation,Dragon Seed
